StartDate,EndDate,Progress,Duration (in seconds),Finished,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_9_TEXT,Q4,Q4_5_TEXT,Q5,Q5_6_TEXT,Q5_7_TEXT,Q6,Q7,Q7_9_TEXT,Q8,Q9,Q9_9_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_6_TEXT,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
4/11/25 19:45,4/11/25 19:48,100,190,TRUE,,,,,41.8502,-87.6736,anonymous,EN,55 - 64,Male,"Computer Science/IT,Humanities,Other: [text entry]",Law,Professional,,Other U.S. location,Chicago,,Intermediate knowledge,"ChatGPT,Other: [text entry]",,Occasionally (few times a week),"Academic research,Writing assistance,Creative projects,Professional work",,Moderately interested,Specific project needs,,"Cost,Time constraints,Scheduling conflicts",,Online only,1 hour,Weekday evenings,Unsure, Unsure,Slightly interested,Not interested,Moderately interested,Slightly interested,Not interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,
4/11/25 19:48,4/11/25 19:51,100,218,TRUE,,,,,42.0219,-71.2188,anonymous,EN,45 - 54,Female,Health Sciences,,Professional,,Greater Boston area (within 20 miles),,,Advanced knowledge,"ChatGPT,Claude,DALL-E,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation,Scheduling conflicts",,Hybrid (mix of online and in-person),1 hour,"Weekday mornings,Weekday evenings","Yes, definitely",3-Feb,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Not interested,
4/11/25 20:07,4/11/25 20:09,100,121,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Very interested,"Career advancement,Staying current with technology",,"Cost,Lack of prerequisites",,Hybrid (mix of online and in-person),1.5 hours,Weekend afternoons,"Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,
4/11/25 20:17,4/11/25 20:24,100,423,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,GitHub Copilot,AI video generation tools",,Regularly (daily),"Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Career advancement,Staying current with technology",,"Cost,Scheduling conflicts",,In-person only,2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings",Probably,5-Apr,Very interested,Moderately interested,Very interested,Extremely interested,Very interested,Very interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,
4/11/25 20:29,4/11/25 20:37,100,477,TRUE,,,,,42.2796,-71.1282,anonymous,EN,18 - 24,Female,Engineering,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools",,Extensively (multiple times daily),"Academic research,Programming/coding,Creative projects,Learning new topics",,Very interested,"Academic requirements,Career advancement",,"Scheduling conflicts,Other: [text entry]",But I really would like to attend it ,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings","Yes, definitely",5-Apr,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Slightly interested,Moderately interested,I would love to know more about VLM and computer vision 
4/11/25 20:38,4/11/25 20:48,100,602,TRUE,,,,,42.4188,-71.1557,anonymous,EN,35 - 44,Male,"Computer Science/IT,Engineering",,Graduate student,,Greater Boston area (within 20 miles),,,Basic awareness,"ChatGPT,Claude,GitHub Copilot,AI music generation tools",,Extensively (multiple times daily),"Programming/coding,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation",,Hybrid (mix of online and in-person),1.5 hours,"Weekday evenings,Weekend afternoons","Yes, definitely",3-Feb,Very interested,Very interested,Extremely interested,Extremely interested,Moderately interested,Very interested,Extremely interested,Extremely interested,Moderately interested,Extremely interested,how to service others? how to find the real request of different kinds of people?
4/11/25 21:06,4/11/25 21:10,100,255,TRUE,,,,,42.3399,-71.1245,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools,Other: [text entry]","Gemini, perplexity, Cursor, Windsurf, V0.dev, firebase, bolt",Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints",,Online only,1.5 hours,"Weekday afternoons,Weekday evenings,Weekend afternoons","Yes, definitely", Unsure,Not interested,Not interested,Not interested,Not interested,Not interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,"Learning the advanced concepts like Multiagentic architecture, building the LLM and the methodologies / technical details behind those technologies. learning how to build a production scale applications, and gaining the production level expertise "
4/11/25 21:16,4/11/25 21:20,100,221,TRUE,,,,,42.5826,-71.0949,anonymous,EN,35 - 44,Female,"Computer Science/IT,Engineering",,Professional,,Greater Boston area (within 20 miles),,,Some experience,"ChatGPT,Midjourney,GitHub Copilot",,Regularly (daily),"Writing assistance,Programming/coding,Personal organization,Professional work",,Moderately interested,"Academic requirements,Career advancement,Personal interest",,"Location/transportation,Scheduling conflicts",,Hybrid (mix of online and in-person),1 hour,"Weekday afternoons,Weekend afternoons","Yes, definitely",3-Feb,Very interested,Very interested,Moderately interested,Moderately interested,Extremely interested,Slightly interested,Slightly interested,Slightly interested,Very interested,Slightly interested,
4/11/25 21:19,4/11/25 21:23,100,203,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude",,Occasionally (few times a week),"Academic research,Programming/coding,Creative projects,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday evenings,Weekend mornings","Yes, definitely",5-Apr,Slightly interested,Moderately interested,Slightly interested,Slightly interested,Very interested,Very interested,Moderately interested,Extremely interested,Extremely interested,Extremely interested,
4/11/25 21:32,4/11/25 21:35,100,167,TRUE,,,,,42.3252,-71.0951,anonymous,EN,18 - 24,Female,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Personal organization,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites",,In-person only,1.5 hours,"Weekday mornings,Weekday evenings","Yes, definitely",5-Apr,Extremely interested,Extremely interested,Slightly interested,Slightly interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/11/25 23:54,4/12/25 0:03,100,532,TRUE,,,,,19.0748,72.8856,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Stable Diffusion,GitHub Copilot",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Staying current with technology",,"Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),1.5 hours,"Weekday mornings,Weekend mornings","Yes, definitely",5-Apr,Extremely interested,Extremely interested,Extremely interested,Slightly interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/12/25 2:30,4/12/25 2:33,100,233,TRUE,,,,,42.3574,-71.0618,anonymous,EN,18 - 24,Female,Engineering,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites",,Hybrid (mix of online and in-person),1.5 hours,"Weekday afternoons,Weekday evenings,Weekend afternoons","Yes, definitely",5-Apr,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/12/25 3:48,4/12/25 3:54,100,402,TRUE,,,,,-33.7997,151.0466,anonymous,EN,45 - 54,Female,Social Sciences,,Professional,,International,,,Expert,"ChatGPT,Claude,Other: [text entry]","Gemini, Grok, etc.",Regularly (daily),"Writing assistance,Programming/coding,Personal organization,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation",,Hybrid (mix of online and in-person),1.5 hours,Weekday afternoons,Probably,3-Feb,Slightly interested,Slightly interested,Moderately interested,Very interested,Very interested,Slightly interested,Slightly interested,Very interested,Very interested,Very interested,
4/12/25 8:19,4/12/25 8:23,100,232,TRUE,,,,,34.0544,-118.244,anonymous,EN,35 - 44,Female,Social Sciences,,Professional,,Other U.S. location,California,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Location/transportation,Scheduling conflicts",,Online only,1 hour,"Weekday mornings,Weekday afternoons,Weekday evenings",Probably,Just 1,Not interested,Slightly interested,Not interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,
4/12/25 8:35,4/12/25 8:39,100,199,TRUE,,,,,42.3399,-71.1245,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Staying current with technology",,Cost,,Hybrid (mix of online and in-person),2 hours,Weekend afternoons,"Yes, definitely",5-Apr,Very interested,Very interested,Moderately interested,Very interested,Extremely interested,Very interested,Moderately interested,Very interested,Extremely interested,Extremely interested,
4/12/25 8:32,4/12/25 8:41,100,507,TRUE,,,,,42.364,-71.0265,anonymous,EN,25 - 34,Male,Other: [text entry],Data Analytics Engineering (Data Science),Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI video generation tools",,Extensively (multiple times daily),"Academic research,Programming/coding,Personal organization,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Time constraints,Location/transportation,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Extremely interested,"Basics and applications of AI like Deep Learning algos, NLP, etc."
4/12/25 8:41,4/12/25 8:46,100,332,TRUE,,,,,44.4687,-71.1851,anonymous,EN,55 - 64,Female,"Business/Management,Other: [text entry]",Education,Professional,,New England (outside Massachusetts),,,Some experience,"ChatGPT,Other: [text entry]",Gamma,Rarely (few times a month),"Creative projects,Professional work",,Moderately interested,"Personal interest,Staying current with technology,Specific project needs",,"Cost,Location/transportation",,No preference,2 hours,"Weekday mornings,Weekday afternoons",Unsure,Just 1,Very interested,Very interested,Very interested,Very interested,Not interested,Not interested,Not interested,Not interested,Very interested,Not interested,
4/12/25 9:40,4/12/25 9:45,100,325,TRUE,,,,,44.9427,-93.2871,anonymous,EN,25 - 34,Female,Social Sciences,,Graduate student,,Other U.S. location,,,Intermediate knowledge,"ChatGPT,DALL-E",,Occasionally (few times a week),"Writing assistance,Programming/coding",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Location/transportation,Lack of prerequisites",,Online only,1.5 hours,"Weekday afternoons,Weekday evenings","Yes, definitely", Unsure,Extremely interested,Moderately interested,Extremely interested,Extremely interested,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,Ai for qualitative coding
4/12/25 10:59,4/12/25 11:01,100,114,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools",,Regularly (daily),"Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Specific project needs",,"Time constraints,Scheduling conflicts",,,1 hour,Weekday mornings,Probably,Just 1,Very interested,Very interested,Extremely interested,Slightly interested,Moderately interested,Moderately interested,Very interested,Slightly interested,Very interested,Slightly interested,
4/12/25 11:16,4/12/25 11:18,100,167,TRUE,,,,,42.3162,-71.1198,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,GitHub Copilot",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites",,Online only,2 hours,Weekend mornings,Unsure,3-Feb,Very interested,Very interested,Very interested,Extremely interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/12/25 11:36,4/12/25 11:39,100,214,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Time constraints,Location/transportation",,Hybrid (mix of online and in-person),2 hours,"Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Very interested,Moderately interested,Extremely interested,Extremely interested,Moderately interested,Extremely interested,Extremely interested,Extremely interested,
4/12/25 11:47,4/12/25 11:51,100,249,TRUE,,,,,42.3474,-71.1582,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Programming/coding,Creative projects,Learning new topics",,Very interested,Career advancement,,Scheduling conflicts,,Hybrid (mix of online and in-person),1 hour,Weekday mornings,Probably,5-Apr,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/12/25 12:58,4/12/25 12:59,100,57,TRUE,,,,,42.3634,-71.0713,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,GitHub Copilot,AI music generation tools",,Regularly (daily),Academic research,,Very interested,Academic requirements,,Time constraints,,Hybrid (mix of online and in-person),1.5 hours,Weekday evenings,"Yes, definitely",3-Feb,Very interested,Moderately interested,Slightly interested,Moderately interested,Extremely interested,Slightly interested,Moderately interested,Not interested,Not interested,Not interested,
4/12/25 13:17,4/12/25 13:21,100,212,TRUE,,,,,42.3907,-71.1349,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering,Business/Management,Other: [text entry]",Marketing Research ,Graduate student,,International,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,,,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons","Yes, definitely",6 or more,Moderately interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Very interested,Extremely interested,Extremely interested,SEO & Web App Development & Design
4/12/25 13:39,4/12/25 13:43,100,261,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,In-person only,2.5+ hours,"Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Very interested,Very interested,Extremely interested,Extremely interested,no
4/12/25 14:01,4/12/25 14:04,100,158,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Time constraints,,In-person only,2.5+ hours,Weekend afternoons,"Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,AI for video creation using various frames
4/12/25 14:38,4/12/25 14:40,100,113,TRUE,,,,,42.428,-71.0618,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Greater Boston area (within 20 miles),,,Some experience,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Writing assistance,Programming/coding,Creative projects",,Moderately interested,Staying current with technology,,Time constraints,,Online only,1 hour,Weekend afternoons,Unsure,3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/12/25 14:46,4/12/25 14:49,100,165,TRUE,,,,,42.3634,-71.0713,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Very interested,Very interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/12/25 15:00,4/12/25 15:04,100,219,TRUE,,,,,17.3843,78.4583,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Professional,,International,,,Basic awareness,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Location/transportation,Scheduling conflicts",,Online only,1.5 hours,"Weekend mornings,Weekend afternoons","Yes, definitely",5-Apr,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,,Moderately interested,Very interested,Very interested,Very interested,Agent development 
4/12/25 15:13,4/12/25 15:15,100,122,TRUE,,,,,42.428,-71.0618,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/25 15:22,4/12/25 15:23,100,70,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools",,Occasionally (few times a week),"Writing assistance,Programming/coding,Professional work",,Very interested,"Personal interest,Staying current with technology,Specific project needs",,Time constraints,,Online only,2 hours,"Weekend mornings,Weekend afternoons",Unsure,3-Feb,Moderately interested,Slightly interested,Extremely interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Very interested,Very interested,Very interested,
4/12/25 15:25,4/12/25 15:28,100,188,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),1.5 hours,"Weekday mornings,Weekday evenings",Probably,6 or more,Very interested,Very interested,Very interested,Very interested,Extremely interested,Moderately interested,Moderately interested,Very interested,Extremely interested,Extremely interested,
4/12/25 15:37,4/12/25 15:39,100,164,TRUE,,,,,42.2743,-71.0972,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,Midjourney,DALL-E",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Scheduling conflicts",,Hybrid (mix of online and in-person),1.5 hours,Weekday afternoons,"Yes, definitely",3-Feb,Very interested,Extremely interested,Moderately interested,Extremely interested,Very interested,Moderately interested,Slightly interested,Slightly interested,Extremely interested,Extremely interested,
4/12/25 15:41,4/12/25 15:46,100,285,TRUE,,,,,42.2783,-71.1593,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,DALL-E",,Regularly (daily),"Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Lack of prerequisites",,Online only,1 hour,Weekend afternoons,"Yes, definitely",6 or more,Very interested,Extremely interested,Extremely interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Moderately interested,
4/12/25 15:46,4/12/25 15:50,100,282,TRUE,,,,,42.2783,-71.1593,anonymous,EN,18 - 24,Female,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Time constraints,Lack of prerequisites",,Online only,1.5 hours,Weekend afternoons,Probably,3-Feb,Slightly interested,Moderately interested,Moderately interested,Extremely interested,Very interested,Moderately interested,Extremely interested,Very interested,Extremely interested,Very interested,
4/12/25 16:19,4/12/25 16:22,100,131,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,Career advancement,,Cost,,Hybrid (mix of online and in-person),2.5+ hours,Weekday afternoons,"Yes, definitely",6 or more,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/12/25 18:13,4/12/25 18:16,100,195,TRUE,,,,,42.428,-71.0618,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics,I don't currently use AI",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,Cost,,Online only,2 hours,Weekday evenings,Probably,5-Apr,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/12/25 21:08,4/12/25 21:12,100,216,TRUE,,,,,42.364,-71.0265,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Personal organization,Professional work,Learning new topics",,Extremely interested,Staying current with technology,,"Cost,Time constraints",,In-person only,2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Not interested,Slightly interested,Extremely interested,Extremely interested,
4/12/25 21:16,4/12/25 21:20,100,212,TRUE,,,,,37.2941,-121.8996,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Professional,,Other U.S. location,California,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools,Other: [text entry]",Google AI Studio / Gemini,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Personal organization,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,Time constraints,,Hybrid (mix of online and in-person),1 hour,Weekday evenings,"Yes, definitely",3-Feb,Not interested,Not interested,Slightly interested,Very interested,Very interested,Very interested,Not interested,Slightly interested,Very interested,Very interested,Using AI for organizing tasks and reminders thereby helping me manage my personal life better
4/12/25 21:24,4/12/25 21:28,100,247,TRUE,,,,,45.0702,-93.4556,anonymous,EN,65 - 74,Female,Arts/Design,,Faculty,,Other U.S. location,Midwest,,Basic awareness,"ChatGPT,Claude,Midjourney,DALL-E,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Creative projects,Personal organization,Professional work,Learning new topics,Other: [text entry]",Mental health,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Lack of prerequisites",,Online only,1.5 hours,"Weekday mornings,Weekend mornings","Yes, definitely",5-Apr,Extremely interested,Extremely interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Slightly interested,Not interested,None that I can think of.
4/12/25 21:48,4/12/25 21:49,100,101,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Engineering,,Graduate student,,Within Boston city limits,,,Basic awareness,"ChatGPT,GitHub Copilot",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding",,Extremely interested,"Personal interest,Staying current with technology",,"Cost,Time constraints",,Hybrid (mix of online and in-person),2 hours,"Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Very interested,Very interested,Very interested,Very interested,Extremely interested,Very interested,Moderately interested,Very interested,Extremely interested,Very interested,
4/12/25 22:25,4/12/25 22:29,100,273,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering",,,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,AI music generation tools",,Occasionally (few times a week),"Writing assistance,Programming/coding,Creative projects,Personal organization",,Moderately interested,"Personal interest,Staying current with technology",,"Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),1.5 hours,Weekday afternoons,Probably,5-Apr,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
